finalserialno,region,Constit_Code,Constit_Name,Interview_Date,total_num_dwel,total_num_hous,num_elig_people,turnoutValidationReg,Age,a01,a02,a03,e01,k01,k02,k03,k11,k13,k06,k08,y01,y03,y06,y07,y08,y09,y11,y17,y18
38910,Scotland,Edinburgh,S14000025,25/07/2017,1,1,1,Voted,37.0,Brexit,Don`t know,Fairly interested,5,6,No,,No,Yes,Yes,Yes,"GBP 26,000 - GBP 31,199",It belongs to a Housing Association,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working part time - employee (8-29 hours),
38918,Scotland,Edinburgh,S14000025,25/07/2017,1,1,2,Not voted-unregistered,55.0,the difference in life for rich and poor,Scottish National Party (SNP),Very interested,3,9,Yes,Scotsman,No,Yes,No,No,"GBP 75,000 - GBP 99,999",Own home outright,Roman Catholic,Less often but at least once a month,No,Female,English/Welsh/Scottish/Northern Irish/British,Looking after the family or home,Yes
38919,Scotland,Edinburgh,S14000025,25/07/2017,1,1,1,Voted,20.0,brexit,Scottish National Party (SNP),Fairly interested,2,8,No,,Yes,Yes,No,Yes,"GBP 5,200 - GBP 10,399",Rented from private landlord,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working part time - employee (8-29 hours),
39015,Scotland,Edinburgh,S14000025,18/07/2017,1,1,2,Not voted-unregistered,48.0,brexit and economic stability,Scottish National Party (SNP),Fairly interested,6,8,Yes,Glasgow Herald,Yes,Yes,Yes,No,Don`t know,Own home on mortgage,Christian - no denomination,Less often,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time - self-employed (30+ hours),
39019,Scotland,Edinburgh,S14000025,18/07/2017,1,1,1,Voted,63.0,government,Scottish National Party (SNP),Not at all interested,7,0 Pay no attention,No,,Yes,Yes,No,No,"GBP 5,200 - GBP 10,399",It belongs to a Housing Association,Presbyterian/Church of Scotland,Never or practically never,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
39020,Scotland,Edinburgh,S14000025,31/08/2017,1,1,2,Voted,40.0,brexit,Don`t know,Fairly interested,6,7,No,,Yes,Yes,Yes,Yes,"GBP 100,000 or more",Own home on mortgage,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time - self-employed (30+ hours),
39021,Scotland,Edinburgh,S14000025,18/07/2017,1,1,1,Voted,97.0,everyone has different ideas/ cant understand why there's foodbanks and poverty/ immigration,Conservatives,Fairly interested,7,7,Yes,Other,No,Yes,No,No,"GBP 2,600 - GBP 5,199",Rented from local authority,Roman Catholic,Once a week or more,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
39023,Scotland,Edinburgh,S14000025,25/07/2017,1,1,2,Voted,31.0,health care,Labour,Fairly interested,4,7,Yes,Other,Yes,Yes,No,Yes,"GBP 20,800 - GBP 25,999",Own home on mortgage,Roman Catholic,Never or practically never,No,Female,English/Welsh/Scottish/Northern Irish/British,Looking after the family or home,Yes
39026,Scotland,Edinburgh,S14000025,26/07/2017,1,1,2,,44.0,unsettlement in the middle east,Labour,Fairly interested,3,8,Yes,Times,Yes,Yes,No,Yes,"GBP 75,000 - GBP 99,999",Own home on mortgage,Roman Catholic,Less often but at least once a month,No,Female,English/Welsh/Scottish/Northern Irish/British,Looking after the family or home,Yes
39115,Scotland,Falkirk,S14000028,19/08/2017,1,1,1,,36.0,brexit,None/No party,Not at all interested,3,3,No,,No,No,No,Yes,Don`t know,Rented from private landlord,Roman Catholic,Never or practically never,No,Female,Polish,Working full time -  employee (30+ hours),
39117,Scotland,Falkirk,S14000028,15/08/2017,1,1,1,,42.0,brexit,None/No party,Very interested,2,1,No,,No,No,No,Yes,Refused,Rented from local authority,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39118,Scotland,Falkirk,S14000028,20/08/2017,1,1,2,,22.0,unemployment,None/No party,Not at all interested,0 Left,2,No,,No,No,No,Yes,Don`t know,Rented from private landlord,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Unemployed and actively seeking work,No
39119,Scotland,Falkirk,S14000028,13/08/2017,1,1,1,Voted,53.0,-1,,Not very interested,2,4,Don`t know,,Yes,No,No,No,Refused,Own home outright,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39120,Scotland,Falkirk,S14000028,07/08/2017,1,1,1,Not voted-unregistered,40.0,unemployment,Labour,Not very interested,4,4,Don`t know,,No,Yes,No,Yes,Refused,Rented from local authority,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39121,Scotland,Falkirk,S14000028,07/08/2017,1,1,1,,87.0,"crime, brexit, unemployment",Labour,Not very interested,3,7,No,,No,No,No,No,"GBP 75,000 - GBP 99,999",Rented from local authority,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
39122,Scotland,Falkirk,S14000028,13/08/2017,1,1,1,,27.0,unemployment,Don`t know,Not very interested,7,2,No,,Yes,Don`t know,Yes,Yes,Don`t know,Rented from local authority,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Not working because long-term sick or disabled,No
39123,Scotland,Falkirk,S14000028,07/08/2017,1,1,1,Voted,59.0,-1,,Not very interested,7,3,No,,Yes,No,No,Yes,Refused,Rented from local authority,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39124,Scotland,Falkirk,S14000028,07/08/2017,1,1,1,,62.0,brexit,Scottish National Party (SNP),Fairly interested,5,2,No,,No,Yes,No,Yes,Don`t know,Rented from local authority,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Not working because long-term sick or disabled,Yes
39125,Scotland,Falkirk,S14000028,13/08/2017,1,1,1,Voted,69.0,"nhs, brexit",Labour,Not very interested,1,1,No,,No,No,No,Yes,Don`t know,Own home outright,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,No
39126,Scotland,Falkirk,S14000028,13/08/2017,1,1,1,,18.0,brexit,None/No party,Not at all interested,5,4,No,,Don`t know,Don`t know,Yes,Yes,Don`t know,Rented from local authority,Roman Catholic,Less often,No,Male,Polish,A full time student or pupil,No
39215,Scotland,Falkirk,S14000028,15/08/2017,1,1,1,Voted,69.0,"nhs, immigration, brexit",Labour,Fairly interested,1,4,No,,No,No,No,No,Refused,Rented from local authority,Roman Catholic,Less often,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
39216,Scotland,Falkirk,S14000028,08/08/2017,1,1,1,Voted,42.0,-1,,Not very interested,1,4,No,,Yes,No,No,No,Don`t know,Rented from local authority,Roman Catholic,Never or practically never,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39217,Scotland,Falkirk,S14000028,15/08/2017,1,1,1,Voted,56.0,unemployment,Labour,Fairly interested,3,3,Don`t know,,No,No,No,Yes,Refused,Own home outright,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39218,Scotland,Falkirk,S14000028,08/08/2017,1,1,1,Voted,38.0,unemployment,Don`t know,Not very interested,1,2,Don`t know,,No,No,No,No,Refused,Rented from local authority,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39219,Scotland,Falkirk,S14000028,20/08/2017,1,1,1,,32.0,-2,,Not at all interested,6,3,No,,No,No,No,Yes,Don`t know,Rented from private landlord,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39220,Scotland,Falkirk,S14000028,20/08/2017,1,1,2,Voted,61.0,"brexit, unemployment,",Scottish National Party (SNP),Fairly interested,0 Left,3,No,,Don`t know,No,No,No,Refused,Own home outright,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
39221,Scotland,Falkirk,S14000028,20/08/2017,1,1,1,Not voted-unregistered,41.0,-1,,Not at all interested,4,2,No,,No,No,No,Yes,Don`t know,Own home outright,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39223,Scotland,Falkirk,S14000028,16/08/2017,1,1,1,,36.0,-1,,Not at all interested,2,0 Pay no attention,No,,No,No,No,No,Refused,Own home outright,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39224,Scotland,Falkirk,S14000028,15/08/2017,1,1,1,,60.0,brexit,Labour,Not very interested,4,2,No,,Don`t know,Don`t know,No,No,Refused,Rented from local authority,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39225,Scotland,Falkirk,S14000028,16/08/2017,1,1,1,,36.0,not interested in politics,None/No party,Not at all interested,1,2,No,,No,Don`t know,No,Yes,Refused,Rented from private landlord,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39304,Scotland,Glasgow Ce,S14000029,31/07/2017,1,1,2,Voted,49.0,illegal immigration,None/No party,Fairly interested,5,8,No,,No,Yes,No,Yes,"GBP 45,000 - GBP 49,999",Own home outright,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39315,Scotland,Glasgow Ce,S14000029,11/07/2017,1,1,1,Insufficient information,72.0,brexit,Conservatives,Fairly interested,5,7,Yes,Sun,Yes,Yes,No,No,Don`t know,Own home outright,Presbyterian/Church of Scotland,Less often but at least twice a year,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
39321,Scotland,Glasgow Ce,S14000029,25/07/2017,1,1,1,,55.0,immigration,Conservatives,Not very interested,8,7,No,,No,Yes,No,Yes,Don`t know,It belongs to a Housing Association,No religion,,Yes: trade union,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39419,Scotland,Glasgow Ce,S14000029,14/07/2017,1,1,1,,22.0,uncertainty about the future    brexit,Labour,Not very interested,4,5,No,,No,Yes,No,Yes,"GBP 5,200 - GBP 10,399",Rented from private landlord,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,A full time student or pupil,No
39425,Scotland,Glasgow Ce,S14000029,12/07/2017,1,1,2,Voted,49.0,brexit   and defence,None/No party,Very interested,5,10 Pay a great deal of attention,Yes,Guardian/Observer,Yes,Yes,Yes,Yes,"GBP 75,000 - GBP 99,999",Rented from private landlord,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39509,Scotland,Glasgow No,S14000032,19/07/2017,1,1,1,Not voted-unregistered,35.0,Austerity,Scottish National Party (SNP),Very interested,0 Left,10 Pay a great deal of attention,Yes,Guardian/Observer,Yes,Yes,Yes,Yes,"GBP 60,000 - GBP 74,999",Own home on mortgage,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39517,Scotland,Glasgow No,S14000032,11/07/2017,1,1,2,Ineligible,38.0,EMPLOYER ISSUES WORK - ZERO HOUR CONTRACTS,Conservatives,Not at all interested,0 Left,8,Yes,Metro,No,No,No,Yes,"GBP 10,400 - GBP 15,599",Rented from local authority,Christian - no denomination,Once a week or more,No,Female,African,Unemployed and actively seeking work,Yes
39606,Scotland,Glasgow No,S14000032,11/07/2017,1,1,2,Voted,43.0,DRUG ADDICTION,Scottish National Party (SNP),Fairly interested,0 Left,6,Yes,Metro,No,Yes,No,Yes,"GBP 15,600 - GBP 20,799",Rented from private landlord,Buddhist,Once a week or more,No,Male,English/Welsh/Scottish/Northern Irish/British,Looking after the family or home,Yes
39616,Scotland,Glasgow No,S14000032,14/07/2017,1,1,1,Voted,31.0,THE PRESENT GOVERNMENT - PARTICULARLY MIGRATION IE IT IS NEEDED EG SKILLED WORKERS REQUIRED,Labour,Very interested,3,8,Yes,Guardian/Observer,No,Yes,Yes,Yes,"GBP 26,000 - GBP 31,199",Own home on mortgage,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39619,Scotland,Glasgow No,S14000032,11/07/2017,1,1,1,Not voted-unregistered,56.0,CONSERVATIVE GOVERNMENT - POLICIES AND ISSUES,Scottish National Party (SNP),Very interested,0 Left,10 Pay a great deal of attention,Yes,Guardian/Observer,No,Yes,Yes,Yes,"GBP 60,000 - GBP 74,999",Own home on mortgage,No religion,,Yes: trade union,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39916,Scotland,Gordon,S14000037,07/08/2017,1,1,2,,47.0,BREXIT,None/No party,Fairly interested,5,5,Yes,Other,Yes,Yes,No,No,Refused,Own home on mortgage,Roman Catholic,Never or practically never,No,Female,Refused,Working part time - employee (8-29 hours),
39918,Scotland,Gordon,S14000037,27/07/2017,1,1,2,,43.0,education,None/No party,Fairly interested,5,5,Yes,Other,Don`t know,Yes,No,Yes,"GBP 36,400 - GBP 39,999",Own home on mortgage,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39920,Scotland,Gordon,S14000037,14/07/2017,1,1,2,Voted,28.0,"brexit is the important issue, don't know much about it but thinks it puts puts the country in shaky position. unsure of the full ramifications",Labour,Not very interested,3,6,No,,No,No,No,Yes,"GBP 45,000 - GBP 49,999",Own home on mortgage,Christian - no denomination,Once a week or more,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
39923,Scotland,Gordon,S14000037,07/08/2017,1,1,2,Ineligible,28.0,leaving the EU,None/No party,Not very interested,5,4,No,,No,No,No,Yes,"GBP 31,200 - GBP 36,399",Own home on mortgage,No religion,,No,Male,Refused,Working full time -  employee (30+ hours),
40015,Scotland,Gordon,S14000037,20/07/2017,1,1,2,Voted,57.0,BREXIT,None/No party,Fairly interested,4,8,No,,No,Yes,Yes,Yes,"GBP 50,000 - GBP 59,999",Own home outright,Presbyterian/Church of Scotland,Never or practically never,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
40021,Scotland,Gordon,S14000037,30/07/2017,1,1,2,Not voted-registered,27.0,the economy,Don`t know,Not very interested,Don`t know,1,No,,No,Don`t know,No,Yes,"GBP 10,400 - GBP 15,599",Own home on mortgage,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,None of these,Yes
40022,Scotland,Gordon,S14000037,20/07/2017,1,1,1,,58.0,jobs and employment,Conservatives,Not very interested,5,2,No,,No,Yes,No,No,"GBP 15,600 - GBP 20,799",Own home outright,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
40106,Scotland,"Inverness,",S14000039,17/07/2017,1,1,2,Not voted-registered,23.0,the biggest issue is the government/-,Conservatives,Fairly interested,Don`t know,4,Yes,Independent/The i,Yes,Yes,Yes,Yes,"GBP 26,000 - GBP 31,199",Own home outright,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time - self-employed (30+ hours),
40116,Scotland,"Inverness,",S14000039,25/07/2017,1,1,2,Voted,55.0,natioal debt,None/No party,Fairly interested,5,7,Yes,Times,No,Yes,No,No,"GBP 26,000 - GBP 31,199",Own home outright,No religion,,Yes: trade union,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
40118,Scotland,"Inverness,",S14000039,19/07/2017,1,1,2,Not voted-unregistered,62.0,we should look after our owm people/we are letting in too many from other countries/-,Scottish National Party (SNP),Not at all interested,Don`t know,0 Pay no attention,No,,No,Yes,No,Yes,"GBP 10,400 - GBP 15,599",Own home on mortgage,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Not working because long-term sick or disabled,Yes
40120,Scotland,"Inverness,",S14000039,04/08/2017,1,1,2,Voted,58.0,brexit,None/No party,Fairly interested,5,6,No,,No,Yes,No,No,"GBP 26,000 - GBP 31,199",Own home outright,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
40121,Scotland,"Inverness,",S14000039,25/07/2017,1,1,1,Voted,93.0,its shocking that children are not being fed in britain today/if it happens abroad then financial help and material issues are dealt with /but not in britain,Scottish National Party (SNP),Not very interested,Don`t know,2,No,,No,Yes,No,No,"GBP 10,400 - GBP 15,599",Rented from local authority,Presbyterian/Church of Scotland,Once a week or more,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
40123,Scotland,"Inverness,",S14000039,25/07/2017,1,1,2,Voted,68.0,brexit,Conservatives,Fairly interested,6,5,Yes,Any other regional paper,No,Yes,No,Yes,"GBP 26,000 - GBP 31,199",Own home outright,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
40216,Scotland,"Inverness,",S14000039,02/08/2017,1,1,1,Voted,68.0,brexit,Conservatives,Very interested,5,10 Pay a great deal of attention,Yes,Guardian/Observer,No,Yes,No,No,"GBP 20,800 - GBP 25,999",Own home outright,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
